Term,Domain,Definition,Category,Related terms,Reference description,Reference source,Publication Title,Authors,Jorunal,Year,Volume,Issue,Edition,Publisher,DOI,PMID,Link to reference,Creation Date,Date of change,Comments,Term ID,
OHS knowledge base / OH knowledge base,Common Term,"A cross-domain inventory of currently available data sources, methods / algorithms / tools, that support OH surveillance data generation, data analysis, modelling and decision support",ORION-specific,,ORION definition,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347977725_OHS knowledge base / OH knowledge base_Common Term,1551347977725
OHS knowledge hub,Common Term,"The ORION OHS Knowledge Hub is a web-based technical infrastructure that facilitates networking of scientists within and across domains (animal health, food safety, and public helath) and institutions providing them with more effective means of collaboratively collecting, manipulating and managing data, as well as collaborative knowledge creation and transmission. Features of the ORION OHS Knowledge Hub include e.g. Wiki’s, a shared calendar, a Tabular Data Manager, a Data Catalogue, a newsfeed, the developed web-based OH Knowledge Base, software code repositories etc.",ORION-specific,,,,,,,,,,,,,,ORION definition (adapted from: https://www.jisc.ac.uk/guides/implementing-a-virtual-research-environment-vre),Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347978249_OHS knowledge hub_Common Term,1551347978249
OHS ontology,Common Term,"A collection of concepts and relationships needed to model all the data and information collected in the process of surveillance, including surveillance inputs, methods, and outputs, across the animal and public health domains. It defines a common vocabulary for researchers who need to share information within and across the domains involved in OH surveillance, as well as machine-interpretable definitions of these concepts and relations among them. It is one of the harmonisation resources that allow the process of data interoperability.",ORION-specific; Data processing and analysis,,,,,,,,,,,,,,"Modified for the OHS domain from the original definition in: ""Noy, N. F. & Mcguinness, D. L. Ontology Development 101: A Guide to Creating Your First Ontology. 2001. Available at http://protege.stanford.edu/publications/ontology_development/ontology101.pdf.",Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347977717_OHS ontology_Common Term,1551347977717
OHS resource development plan,Common Term,Guidance to promote OH surveillance data integration (to define in a joint ORION priorisation workshop (M13)) relevant for the duration of the ORION project,ORION-specific,,ORION definition,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347978071_OHS resource development plan_Common Term,1551347978071
OHS system,Common Term,"A One Health surveillance system is a system in which collaborative efforts exist across at least two sectors (among human health, animal health, food safety and environment) in the surveillance process to produce and disseminate information with a purpose to improve any of human, animal or environmental health.",Regulatory,,"Check Reference: M. Bordier, T. Uea-anuwong, J-c. Sicard, P. Hendrikx and F.l. Goutard How to apply a One Health approach to surveillance: a systematic literature review. SVEPM 2018, Society of Veterinary Epidemiology and Preventive Medicine conference. 21-23 March 2018 Proceedings of a meeting held in Tallinn, Estonia.",,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347977752_OHS system_Common Term,1551347977752
One Health (OH),Common Term,"One Health is an approach to designing and implementing programmes, policies, legislation and research in which multiple sectors communicate and work together to achieve better public health outcomes. The areas of work in which a One Health approach is particularly relevant include food safety, the control of zoonoses and combatting antibiotic resistance. (WHO/FAO/OIE)",Type of study,,,,,,,,,,,,,,http://www.who.int/features/qa/one-health/en/,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347978126_One Health (OH)_Common Term,1551347978126
One Health Surveillance (OHS),Common Term,"One Health surveillance describes the systematic collection, validation, analysis, interpretation of data and dissemination of information collected on humans, animals and the environment to inform decisions for more effective, evidence- and system-based health interventions.",Type of study,,"Stark, Katharina D. C., Montserrat Arroyo Kuribrena, Gwenaelle Dauphin, Sandra Vokaty, Michael P. Ward, Barbara Wieland, and Ann Lindberg. 2015. “One Health Surveillance - More than a Buzz Word?” Preventive Veterinary Medicine 120 (1). ELSEVIER SCIENCE BV: 124–30. doi:10.1016/j.prevetmed.2015.01.019.",,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347978127_One Health Surveillance (OHS)_Common Term,1551347978127
open access (OA),Common Term,The practice of providing online access to scientific information (e.g. peer-reviewed scientific research articles and research data) that is free of charge to the end-user and reusable.,Dissemination,,,,,,,,,,,,,,http://ec.europa.eu/research/participants/docs/h2020-funding-guide/cross-cutting-issues/open-access-data-management/open-access_en.htm,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347978258_open access (OA)_Common Term,1551347978258
ORION,Common Term,One health surveillance initiative on harmonization of data collection and interpretation. A Joint Integrative Project within the One Health EJP.,ORION-specific,,ORION definition,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347978128_ORION_Common Term,1551347978128
ORION sustainability roadmap,Common Term,Document with recommendations on how the ORION project results should be implemented in future European OHS practices (after end of ORION project).,ORION-specific,,ORION definition,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347978055_ORION sustainability roadmap_Common Term,1551347978055
outbreak,Common Term,"The occurrence of cases of disease in excess of what would normally be expected in a defined community, geographical area or season. An outbreak may occur in a restricted geographical area, or may extend over several countries. It may last for a few days or weeks, or for several years. A single case of a communicable disease long absent from a population, or caused by an agent (e.g. bacterium or virus) not previously recognized in that community or area, or the emergence of a previously unknown disease, may also constitute an outbreak and should be reported and investigated.",Epidemiology,,WHO,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347978248_outbreak_Common Term,1551347978248
packaging,Food Safety,"the placing of one or more wrapped foodstuffs in a second container, and the latter container itself",Food Safety,,REGULATION (EC) No 852/2004,,,,,,,,,,,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32004R0852&from=en,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347978256_packaging_Food Safety,1551347978256
participatory surveillance,Public Health,Definition shared with animal health,Type of study,,,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347977878_participatory surveillance_Public Health,1551347977878
participatory surveillance,Animal Health,"Participatory surveillance explores traditional information networks by using participatory rural appraisal methods such as ranking, scoring and visualisation techniques to conduct risk-based, hazard-specific surveillance. The approach uses semi-structured interviews with key informants. This enables communities to provide their knowledge regarding health events, risks, impacts and control opportunities by gathering qualitative health data from defined populations. The analysis of participatory data emphasises the comparison of information obtained from multiple informants; the method uses a variety of techniques to obtain the most likely interpretation of events. The objective is to enhance sensitivity by identifying cases based on a clinical case definition; these may then be evaluated and confirmed using either rapid tests in the field or laboratory diagnostics. Conventional epidemiological investigation techniques can be used to evaluate and confirm outbreaks detected by participatory surveillance as part of trace-back and trace-forwards activities.",Type of study,,RiskSur,,,,,,,,,,,,https://www.fp7-risksur.eu/terminology/glossary,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347978133_participatory surveillance_Animal Health,1551347978133
passive (reactive) surveillance,Animal Health,"Observer-initiated provision of animal health related data (e.g. voluntary notification of suspect disease) or the use of existing data for surveillance. Decisions about whether information is provided, and what information is provided from which animals is made by the data provider.",Type of study,,RiskSur,,,,,,,,,,,,https://www.fp7-risksur.eu/terminology/glossary,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347978120_passive (reactive) surveillance_Animal Health,1551347978120
passive surveillance,Animal Health,"Observer-initiated provision of animal health related data (e.g. voluntary notification of suspect disease) or the use of existing data for surveillance. Decisions about whether information is provided, and what information is provided from which animals is made by the data provider.",Type of study,,RiskSur,,,,,,,,,,,,https://www.fp7-risksur.eu/terminology/glossary,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347978121_passive surveillance_Animal Health,1551347978121
passive surveillance,Public Health,Regular reporting of disease data by all institutions that see patients (or test specimens) and are part of a reporting network. There is no active search for cases. It involves passive notification by surveillance sites and relies on the physicians laboratory or hospital staff or other relevant sources to take the initiative to report data to the health department,Type of study,,"WHO, CDC glossary",,,,,,,,,,,,https://www.cdc.gov/ophss/csels/dsepd/ss1978/glossary.html,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347978157_passive surveillance_Public Health,1551347978157
pathogen,Common Term,"A microorganism that can cause infection, illness or disease.",Epidemiology,,Codex Alimentarius (GUIDELINES FOR RISK ANALYSIS OF FOODBORNE ANTIMICROBIAL RESISTANCE),,,,,,,,,,,,https://bit.ly/2E89FCa,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347977747_pathogen_Common Term,1551347977747
performance criterion (PC),Food Safety,The effect in frequency and/or concentration of a hazard in a food that must be achieved by the application of one or more control measures to provide or contribute to a PO or an FSO.,Regulatory,,Codex Alimentarius (Procedural Manual),,,,,,,,,,,,http://www.fao.org/3/i8608en/I8608EN.pdf,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347978219_performance criterion (PC)_Food Safety,1551347978219
performance objective (PO),Food Safety,"The maximum frequency and/or concentration of a hazard in a food at a specified step in the food chain before the time of consumption that provides or contributes to an FSO or ALOP, as applicable.",Regulatory,,Codex Alimentarius (Procedural Manual),,,,,,,,,,,,http://www.fao.org/3/i8608en/I8608EN.pdf,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347978235_performance objective (PO)_Food Safety,1551347978235
phenotype,Common Term,"all the observable characteristics of an organism that result from the interaction of its genotype (total genetic inheritance) with the environment. Examples of observable characteristics include behaviour, biochemical properties, colour, shape, and size.",Sampling and laboratory testing,,ORION preliminary definition,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347977793_phenotype_Common Term,1551347977793
phylogenetic tree,Common Term,"branching diagram or ""tree"" showing the evolutionary relationships among various biological species or other entities—their phylogeny—based upon similarities and differences in their physical or genetic characteristics.",Data processing and analysis,,ORION preliminary definition,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347977828_phylogenetic tree_Common Term,1551347977828
phylogeny,Common Term,the evolution of a genetically related group of organisms,Sampling and laboratory testing,,ORION preliminary definition,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347978221_phylogeny_Common Term,1551347978221
physical check,Food Safety,"a check on the feed or food itself which may include checks on the means of transport, on the packaging, labelling and temperature, the sampling for analysis and laboratory testing and any other check necessary to verify compliance with feed or food law",Regulatory,,REGULATION (EC) No 882/2004,,,,,,,,,,,,https://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=CONSLEG:2004R0882:20090807:EN:PDF,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347977715_physical check_Food Safety,1551347977715
pilot study,Common Term,A small-scale test of the methods and procedures to be used on a larger scale if the pilot study demonstrates that these methods and procedures can work.,ORION-specific,,"Dictionary of Epidemiology: A Dictionary of Epidemiology, Sixth Edition Edited by Miquel Porta ISBN: 978-0-199-97672-0",,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347977768_pilot study_Common Term,1551347977768
pilot study performance indicator,Common Term,Measures/indicators used to assess performance of a pilot study,ORION-specific,,ORION preliminary definition,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347978110_pilot study performance indicator_Common Term,1551347978110
pipeline,Public Health,"bioinformatic analyses are often performed in a stepwise manner, with the output of 1 analysis being used as the input for the next. These multistep, multisoftware analyses are frequently referred to as pipelines and are often set up to run automatically from 1 step to the next without input from the user. Different puoblic pipelines for WGS analysis are available but many use in-house developed pipelines, customized depending on organism and purpose.",Sampling and laboratory testing; Data processing and analysis,,ORION preliminary defintion,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347977824_pipeline_Public Health,1551347977824
pipeline,Food Safety,Definition shared with public health,Sampling and laboratory testing; Data processing and analysis,,,,,,,,,,,,,,,Thu Feb 28 2019 11:36:37 GMT+0100 (MEZ),Thu Feb 28 2019 12:34:24 GMT+0100 (MEZ),,1551347978030_pipeline_Food Safety,1551347978030
